"Net generation for petroleum liquids"
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=1,0,2&fuel=4&geo=vvvvvvvvvvvvo&sec=o3g&linechart=ELEC.GEN.PEL-NY-99.M~ELEC.GEN.PEL-FL-99.M~ELEC.GEN.PEL-HI-99.M~ELEC.GEN.PEL-US-99.M&columnchart=ELEC.GEN.PEL-NY-99.M~ELEC.GEN.PEL-FL-99.M~ELEC.GEN.PEL-HI-99.M~ELEC.GEN.PEL-US-99.M&map=ELEC.GEN.PEL-US-99.M&freq=M&start=200101&end=202007&ctype=linechart&ltype=sourcekey&rtype=s&pin=&rse=0&maptype=0"
"Mon Sep 28 2020 02:12:35 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
"description","units","source key","Jan 2001","Feb 2001","Mar 2001","Apr 2001","May 2001","Jun 2001","Jul 2001","Aug 2001","Sep 2001","Oct 2001","Nov 2001","Dec 2001","Jan 2002","Feb 2002","Mar 2002","Apr 2002","May 2002","Jun 2002","Jul 2002","Aug 2002","Sep 2002","Oct 2002","Nov 2002","Dec 2002","Jan 2003","Feb 2003","Mar 2003","Apr 2003","May 2003","Jun 2003","Jul 2003","Aug 2003","Sep 2003","Oct 2003","Nov 2003","Dec 2003","Jan 2004","Feb 2004","Mar 2004","Apr 2004","May 2004","Jun 2004","Jul 2004","Aug 2004","Sep 2004","Oct 2004","Nov 2004","Dec 2004","Jan 2005","Feb 2005","Mar 2005","Apr 2005","May 2005","Jun 2005","Jul 2005","Aug 2005","Sep 2005","Oct 2005","Nov 2005","Dec 2005","Jan 2006","Feb 2006","Mar 2006","Apr 2006","May 2006","Jun 2006","Jul 2006","Aug 2006","Sep 2006","Oct 2006","Nov 2006","Dec 2006","Jan 2007","Feb 2007","Mar 2007","Apr 2007","May 2007","Jun 2007","Jul 2007","Aug 2007","Sep 2007","Oct 2007","Nov 2007","Dec 2007","Jan 2008","Feb 2008","Mar 2008","Apr 2008","May 2008","Jun 2008","Jul 2008","Aug 2008","Sep 2008","Oct 2008","Nov 2008","Dec 2008","Jan 2009","Feb 2009","Mar 2009","Apr 2009","May 2009","Jun 2009","Jul 2009","Aug 2009","Sep 2009","Oct 2009","Nov 2009","Dec 2009","Jan 2010","Feb 2010","Mar 2010","Apr 2010","May 2010","Jun 2010","Jul 2010","Aug 2010","Sep 2010","Oct 2010","Nov 2010","Dec 2010","Jan 2011","Feb 2011","Mar 2011","Apr 2011","May 2011","Jun 2011","Jul 2011","Aug 2011","Sep 2011","Oct 2011","Nov 2011","Dec 2011","Jan 2012","Feb 2012","Mar 2012","Apr 2012","May 2012","Jun 2012","Jul 2012","Aug 2012","Sep 2012","Oct 2012","Nov 2012","Dec 2012","Jan 2013","Feb 2013","Mar 2013","Apr 2013","May 2013","Jun 2013","Jul 2013","Aug 2013","Sep 2013","Oct 2013","Nov 2013","Dec 2013","Jan 2014","Feb 2014","Mar 2014","Apr 2014","May 2014","Jun 2014","Jul 2014","Aug 2014","Sep 2014","Oct 2014","Nov 2014","Dec 2014","Jan 2015","Feb 2015","Mar 2015","Apr 2015","May 2015","Jun 2015","Jul 2015","Aug 2015","Sep 2015","Oct 2015","Nov 2015","Dec 2015","Jan 2016","Feb 2016","Mar 2016","Apr 2016","May 2016","Jun 2016","Jul 2016","Aug 2016","Sep 2016","Oct 2016","Nov 2016","Dec 2016","Jan 2017","Feb 2017","Mar 2017","Apr 2017","May 2017","Jun 2017","Jul 2017","Aug 2017","Sep 2017","Oct 2017","Nov 2017","Dec 2017","Jan 2018","Feb 2018","Mar 2018","Apr 2018","May 2018","Jun 2018","Jul 2018","Aug 2018","Sep 2018","Oct 2018","Nov 2018","Dec 2018","Jan 2019","Feb 2019","Mar 2019","Apr 2019","May 2019","Jun 2019","Jul 2019","Aug 2019","Sep 2019","Oct 2019","Nov 2019","Dec 2019","Jan 2020","Feb 2020","Mar 2020","Apr 2020","May 2020","Jun 2020","Jul 2020"
"West Virginia : electric utility","thousand megawatthours","ELEC.GEN.PEL-WV-1.M",18,26,29,20,17,22,23,30,12,13,23,26,22,21,39,20,22,20,26,16,16,19,21,36,21,29,12,21,18,17,15,13,16,11,16,20,23,27,33,18,20,20,13,10,14,16,18,20,16,12,14,23,14,17,10,11,10,14,13,19,16,11,10,13,8,14,12,10,7,11,13,7,11,12,11,28,10,22,13,14,17,7,11,21,8,16,12,18,14,10,8,16,8,9,8,10,13,10,16,12,24,10,10,10,12,14,11,17,8,17,15,9,13,18,8,14,13,9,19,5,25,14,20,7,21,14,10,15,13,14,11,14,10,12,12,10,13,14,11,12,11,11,13,12,10,9,9,9,9,17,21,15,8,10,15,14,19,10,7,10,12,14,7,8,9,11,18,13,11,6,12,7,10,18,14,10,5,10,15,8,10,7,8,9,16,9,5,9,11,11,9,13,12,15,5,10,11,11,8,11,6,8,11,10,15,18,11,11,14,17,8,6,9,10,10,17,8,9,9,8,10,14,16,11,11,4,14,14,22,19,7,9,7,6,16
"West Virginia : independent power producers","thousand megawatthours","ELEC.GEN.PEL-WV-94.M",1,1,1,1,1,5,4,2,3,1,1,2,1,1,0,1,4,2,1,0,4,0,1,1,6,10,3,1,4,2,1,2,0,0,1,1,8,5,2,1,1,2,1,0,2,1,2,4,7,2,0,2,1,1,1,2,2,0,4,3,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14,2,7,0,0,0,0,1,0,0,0,0,1,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"West Virginia : all commercial","thousand megawatthours","ELEC.GEN.PEL-WV-96.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"West Virginia : all industrial","thousand megawatthours","ELEC.GEN.PEL-WV-97.M",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,1,1,2,2,2,2,2,2,2,1,3,4,3,4,4,4,4,3,2,2,2,2,3,4,4,5,5,5,3,0,0,0,0,0,0,0,0,"--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"East South Central","thousand megawatthours","ELEC.GEN.PEL-ESC-99.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"East South Central : all sectors","thousand megawatthours","ELEC.GEN.PEL-ESC-99.M",910,749,538,605,845,669,731,622,260,57,45,71,110,58,100,69,89,59,53,29,42,58,49,70,130,182,239,46,135,309,296,337,168,229,210,244,186,392,395,217,187,460,397,223,351,260,80,236,112,41,120,55,66,256,235,442,247,182,53,317,107,141,29,48,35,34,64,77,42,88,42,127,181,132,69,125,66,95,42,38,32,34,34,58,69,40,43,59,47,61,40,42,55,63,32,77,59,58,50,42,44,40,56,38,35,37,37,54,70,31,38,39,123,45,41,43,37,43,34,77,49,52,43,43,62,32,45,35,30,28,24,49,42,21,31,26,33,39,26,33,28,40,25,34,31,34,26,21,23,32,25,28,19,17,23,44,121,44,19,26,23,33,26,21,38,19,24,23,36,50,23,26,33,31,28,23,24,14,21,37,37,15,16,14,30,25,31,23,21,21,24,16,31,18,13,10,24,21,25,22,17,20,19,22,68,11,17,10,16,20,25,23,29,26,25,23,35,19,20,12,28,28,22,18,18,17,-1,21,23,14,14,6,14,19,22
"East South Central : electric power",,"ELEC.GEN.PEL-ESC-98.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"East South Central : electric utility","thousand megawatthours","ELEC.GEN.PEL-ESC-1.M",861,729,518,579,827,656,717,609,251,46,33,56,89,48,88,55,51,50,43,19,32,42,31,48,105,164,222,35,106,269,282,329,159,215,197,225,160,376,375,198,167,434,375,206,334,241,60,210,66,23,100,32,49,239,213,414,222,160,29,280,87,125,15,38,25,25,55,67,39,82,29,113,168,113,53,109,38,82,29,23,19,25,23,40,40,33,34,45,39,52,33,30,45,53,18,62,38,41,34,31,34,31,45,28,24,25,25,41,44,23,30,28,116,41,33,35,32,33,26,66,43,48,41,42,59,30,43,34,27,25,23,47,30,19,30,25,32,37,25,31,26,31,23,30,29,32,24,18,22,30,24,26,18,15,22,42,107,42,17,24,22,32,25,20,36,18,22,22,30,45,21,24,31,29,27,22,22,11,18,34,30,13,14,12,29,24,30,21,19,18,23,15,27,17,12,9,22,21,24,22,17,18,18,21,41,10,14,10,15,19,24,22,28,26,23,18,33,18,19,11,27,27,22,18,17,16,-3,20,22,14,13,5,13,18,22
"East South Central : independent power producers","thousand megawatthours","ELEC.GEN.PEL-ESC-94.M",0,0,0,1,0,0,0,1,0,1,0,0,3,1,4,5,23,1,2,1,3,3,8,7,7,6,2,1,14,25,2,2,1,2,3,4,2,1,3,4,3,5,2,1,1,2,3,2,21,2,1,3,2,2,1,10,4,3,4,11,2,2,2,2,2,2,2,1,-1,1,2,3,2,5,2,4,2,1,2,1,1,2,4,-1,14,3,1,2,3,1,1,3,2,2,2,5,7,5,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,"NM","NM","NM","NM","NM","NM",0,"NM","NM","NM","NM",5,0,0,0,0,0,0,0,0,0,0,0,2,0,"NM",0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,1,4,"NM",1,0,"NM","NM","NM","NM","NM","NM","NM",2,0,"NM","NM",0,"NM","NM",0,"NM"
"East South Central : all commercial","thousand megawatthours","ELEC.GEN.PEL-ESC-96.M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"East South Central : all industrial","thousand megawatthours","ELEC.GEN.PEL-ESC-97.M",48,19,20,24,18,13,13,12,9,10,11,14,17,9,8,9,15,7,7,9,7,12,11,15,18,11,14,11,16,15,12,6,7,11,10,15,23,15,17,16,17,21,20,16,15,17,18,23,25,17,19,20,15,15,21,18,21,19,19,26,18,13,11,8,9,7,7,10,4,6,11,12,12,14,14,12,26,12,10,14,12,7,7,18,15,5,7,12,5,8,6,9,7,8,12,10,14,11,14,11,9,9,11,10,10,11,12,13,14,8,7,11,6,4,7,7,5,10,7,9,3,4,2,1,3,1,1,2,2,2,1,2,12,1,1,1,1,2,1,2,1,9,2,4,2,3,2,2,1,2,2,1,1,1,1,2,3,2,2,"NM",1,1,1,1,1,1,3,1,3,2,3,2,1,2,1,1,2,3,3,3,3,2,2,2,1,1,2,2,2,3,1,1,2,1,1,0,2,1,0,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,"NM","NM","NM",1,"NM","NM","NM",1,"NM",1,"NM","NM",1,1
"Alabama","thousand megawatthours","ELEC.GEN.PEL-AL-99.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alabama : all sectors","thousand megawatthours","ELEC.GEN.PEL-AL-99.M",107,35,40,86,32,19,17,18,14,18,18,30,61,29,30,19,46,16,16,13,13,23,18,26,57,14,21,20,58,52,14,20,18,20,14,29,30,17,18,22,25,27,28,20,22,25,29,34,49,20,18,25,20,22,26,26,30,23,25,51,25,18,16,16,14,11,12,14,7,13,15,19,15,18,14,14,23,13,9,12,7,9,8,15,35,12,12,18,14,17,14,16,16,15,19,15,29,23,21,15,12,14,18,14,13,17,17,25,37,14,14,17,14,11,15,13,10,14,15,26,14,13,9,11,14,9,7,8,8,6,6,14,17,5,7,8,8,11,7,7,6,13,8,12,10,8,6,8,6,7,6,5,4,5,5,6,35,9,6,10,5,8,3,4,7,3,8,-0,16,11,8,5,6,5,5,4,4,4,6,9,11,4,6,2,3,4,3,3,2,3,2,4,7,2,4,2,3,2,2,3,2,3,1,6,38,-0,2,1,1,4,6,3,2,2,2,6,3,1,1,2,2,1,2,"NM",1,1,3,"NM","NM","NM",1,"NM","NM",2,1
"Alabama : electric power",,"ELEC.GEN.PEL-AL-98.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alabama : electric utility","thousand megawatthours","ELEC.GEN.PEL-AL-1.M",70,21,25,66,17,8,6,8,7,10,8,17,47,22,24,12,12,10,9,5,8,15,9,13,43,7,11,12,37,17,6,16,13,10,8,15,10,5,4,7,9,10,12,8,8,8,13,16,11,7,4,8,6,10,8,5,9,5,6,19,11,9,7,10,6,5,6,6,3,7,8,10,8,7,6,6,7,10,6,6,4,4,3,8,11,8,7,6,9,9,9,7,9,8,7,8,9,8,6,4,4,5,7,5,4,6,6,13,15,7,7,7,8,7,8,6,5,4,8,16,8,9,7,10,11,8,7,7,7,5,5,12,6,3,6,6,7,10,6,6,5,4,6,8,9,6,4,6,5,5,4,4,3,4,3,4,22,8,4,9,4,7,2,3,6,2,6,-2,10,6,6,3,5,4,3,3,2,2,3,6,4,2,5,0,2,3,1,1,1,1,1,3,3,1,3,2,2,1,2,2,1,1,1,5,12,-1,1,1,-0,3,5,2,2,2,1,1,3,0,1,0,2,1,1,0,1,0,1,0,-0,-0,0,0,-0,1,0
"Alabama : independent power producers","thousand megawatthours","ELEC.GEN.PEL-AL-94.M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,9,23,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,20,0,0,0,1,0,0,6,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,"NM","NM","NM","NM","NM","NM",0,"NM","NM","NM","NM",5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,0,0,0,0,1,4,"NM",1,"NM","NM","NM","NM","NM","NM","NM","NM",2,"NM","NM","NM","NM","NM","NM",0,"NM"
"Alabama : all commercial","thousand megawatthours","ELEC.GEN.PEL-AL-96.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Alabama : all industrial","thousand megawatthours","ELEC.GEN.PEL-AL-97.M",37,15,15,19,14,11,11,10,7,8,10,12,15,8,6,8,14,6,6,8,6,8,8,13,14,7,10,8,12,12,7,4,5,10,7,12,19,12,14,14,15,17,15,11,14,16,15,18,19,12,14,17,12,12,18,15,18,17,16,22,14,9,9,6,7,6,6,9,3,5,8,8,7,9,8,8,16,3,4,6,3,5,5,6,11,4,5,11,4,8,5,9,7,8,12,7,13,9,13,10,9,9,11,9,10,11,11,12,10,7,7,10,6,3,7,7,5,9,7,8,2,4,2,1,2,1,1,1,1,1,1,2,11,1,1,1,1,1,1,1,1,9,2,4,1,2,2,2,1,1,1,1,1,1,1,1,3,2,2,"NM",1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,2,1,0,0,1,1,0,0,0,0,1,0,"NM","NM","NM",1,"NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM","NM"
"Kentucky","thousand megawatthours","ELEC.GEN.PEL-KY-99.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kentucky : all sectors","thousand megawatthours","ELEC.GEN.PEL-KY-99.M",7,7,9,16,10,11,10,10,9,7,13,13,17,9,11,29,18,9,13,6,12,11,15,22,23,22,18,8,13,13,7,9,9,9,10,9,13,4,13,9,10,13,11,6,8,10,13,10,21,8,11,11,14,7,6,9,7,7,10,7,10,6,7,13,10,13,7,6,5,7,7,5,8,11,12,9,9,11,8,6,7,10,14,13,8,9,11,9,6,18,7,10,8,12,11,21,7,13,9,7,17,10,12,7,9,8,12,15,7,7,11,10,18,14,8,9,6,8,10,13,9,12,15,11,14,11,7,11,12,10,12,15,9,7,9,7,9,12,10,9,9,9,8,10,11,12,5,5,8,11,11,6,5,6,12,14,13,6,8,7,9,12,16,14,7,7,10,10,8,"NM",8,8,14,8,8,8,7,6,11,12,7,7,7,3,13,6,11,6,6,9,7,5,10,8,5,6,8,6,7,5,7,5,7,-3,7,7,6,3,6,5,6,3,8,6,7,6,9,8,6,1,8,6,5,5,6,6,-7,10,6,4,3,4,2,8,7
"Kentucky : electric power",,"ELEC.GEN.PEL-KY-98.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kentucky : electric utility","thousand megawatthours","ELEC.GEN.PEL-KY-1.M",7,7,9,15,9,11,10,10,10,7,13,13,14,7,7,25,16,8,11,6,9,8,9,16,16,16,16,7,8,10,5,7,8,7,8,6,11,3,10,7,7,8,10,4,7,9,11,8,19,7,10,9,13,5,5,5,6,4,8,6,7,4,4,11,8,12,6,6,6,6,5,4,7,8,10,5,7,10,6,5,6,9,10,13,7,7,10,7,4,17,6,7,6,10,10,16,7,13,9,7,17,10,12,7,9,8,12,15,7,7,11,10,18,14,8,9,6,8,10,13,9,12,15,11,14,11,7,11,12,10,12,15,9,7,9,7,9,12,10,9,9,9,8,10,11,12,5,5,8,11,11,6,5,6,12,14,13,6,8,7,9,12,16,14,7,7,10,10,8,"NM",8,8,14,8,8,8,7,6,11,12,7,7,7,3,13,6,11,6,6,9,7,5,10,8,5,6,8,6,7,5,7,5,7,-3,7,7,6,3,6,5,6,3,8,6,7,6,9,8,6,1,8,6,5,5,6,6,-7,10,6,4,3,4,2,8,7
"Kentucky : independent power producers","thousand megawatthours","ELEC.GEN.PEL-KY-94.M",0,0,0,1,0,0,0,1,-0,0,0,0,3,1,4,5,3,1,2,1,3,3,6,7,7,6,2,1,5,2,2,2,1,2,3,2,2,1,3,3,3,5,1,1,1,2,3,2,1,2,1,3,1,2,1,4,2,2,1,1,2,2,2,1,2,1,1,1,-1,1,2,1,2,3,2,4,2,1,2,1,1,2,4,-1,1,2,1,2,3,1,1,3,2,2,2,5,"--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Kentucky : all commercial","thousand megawatthours","ELEC.GEN.PEL-KY-96.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Kentucky : all industrial","thousand megawatthours","ELEC.GEN.PEL-KY-97.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Mississippi","thousand megawatthours","ELEC.GEN.PEL-MS-99.M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
